energy,pretty_formula
-19.3965565,SrMg6Mo
-9.39958088,CsMg6Cd
-12.41341178,SrMg7
-21.83767195,Mg7W
-15.82398748,Mg7Sb
-14.84854031,Mg7Al
-16.03044862,Mg7C
-9.32372411,CsMg6Cd
-13.18593234,LiMg7
-17.01178575,CsHfMg6
-13.1152047,CaMg7
-17.68059473,YMg7
-12.43656718,BaSrMg6
-12.47971022,Mg7Zn
-19.10999342,SrMg6Cr
-20.37967609,Mg7Mo
-18.27782314,Mg7Mn
-6.15049038,SrMg3
-19.28792129,Mg7Zr
-15.05481171,Mg7Cu
-5.11400563,KMg3
-10.90787044,KMg7
-20.44684134,SrMg6Mo
-19.02014748,Mg7V
-28.06894445,NaAlTe2
-19.13848194,SrMg6Cr
-16.73006951,Mg7Ni
-13.86305374,CsMg6B
-15.57220743,Mg7Sn
-17.30525211,Mg7Co
-15.9597933,LaMg7
-17.91814248,Mg7Fe
-20.78512281,SrMg6W
-16.26223829,Mg7Si
-19.17421564,SrMg6Nb
-12.08619413,SrMg6Cd
-12.07003027,NaMg7
-10.28311041,RbMg7
-19.74773944,Mg7Cr
-15.33368318,Mg7Bi
-20.13032445,SrMg6Nb
-21.83156713,SrMg6W
-20.04743688,Mg7Nb
-14.25244802,SrMg6Ga
-12.34904513,BaMg7
-15.70004135,SrMg6B
-15.80485854,SrMg6B
-12.05568757,SrMg6Cd
-15.98021014,SrMg6Sb
-12.38384895,BaSrMg6
-16.53524218,CeMg7
-15.49881066,SrMg6Bi
-16.06821696,SrMg6Sb
-15.62534016,SrMg6Bi
-13.86730625,CsMg6Sb
-17.56580851,CsHfMg6
-25.93534286,NaGaTe2
-20.30958321,SrHfMg6
-14.28749829,CsMg6B
-17.32627747,SrMg6C
-19.06706783,CsMg6W
-14.47378686,SrMg6Ga
-11.67809456,CsMg6Ga
-28.5619437,KAlTe2
-17.97686167,SrMg6C
-12.01869047,BaMg6Cd
-20.52781184,BaMg6W
-18.9902302,BaMg6Nb
-16.72960449,CsMg6C
-21.59209071,BaMg6W
-18.94124311,BaMg6Cr
-15.47610285,BaMg6Bi
-19.61919562,Mg6NbCd
-14.19167363,BaMg6Ga
-28.82231347,Mg6NbMo
-12.39188636,CsMg6Ga
-15.86485389,BaMg6B
-30.48367903,Mg6NbW
-11.95825767,BaMg6Cd
-22.88064059,Mg6NbB
-29.80318953,Mg6NbW
-23.25194265,Mg6NbSb
-23.45242341,Mg6NbSb
-22.70506799,Mg6NbBi
-27.09819014,Mg6NbCr
-22.05461536,Mg6NbGa
-27.93969505,HfMg6Nb
-23.47068791,Mg6NbB
-19.15917732,BaMg6Mo
-32.23472017,NaAlSe2
-22.56091876,Mg6NbBi
-26.53758824,Mg6NbC
-19.32766727,Mg6CrCd
-18.99914093,BaMg6Cr
-28.44320591,HfMg6Nb
-19.64495589,Mg6NbCd
-15.52673073,BaMg6Bi
-15.97723706,BaMg6Sb
-29.46990026,Mg6CrW
-22.86818771,Mg6CrSb
-27.49935702,Mg6CrMo
-15.95409961,BaMg6Sb
-19.3361067,Mg6CrCd
-22.33034823,Mg6CrBi
-22.15724147,Mg6CrB
-28.1947913,Mg6NbMo
-22.86086225,Mg6CrSb
-22.97983617,Mg6BiMo
-27.40223337,HfMg6Cr
-27.59500042,HfMg6Cr
-30.25248455,Mg6MoW
-19.89379044,Mg6CdMo
-23.78537783,Mg6NbC
-21.62279042,BaMg6W
-27.45557747,Mg6NbCr
-22.30484801,Mg6CrBi
-21.53774872,Mg6CrGa
-21.49897675,Mg6CrGa
-21.37673425,Mg6CdW
-20.25917139,BaMg6Mo
-22.7073622,Mg6BiMo
-19.95634446,Mg6CdMo
-22.33733557,Mg6GaMo
-23.74040356,Mg6MoC
-23.37730466,Mg6SbMo
-23.77593529,Mg6SbMo
-15.99459464,BaMg6B
-23.92431129,Mg6BMo
-19.93046382,BaMg6Nb
-27.85580434,Mg6CrMo
-20.21865457,BaHfMg6
-29.01606172,Mg6CrW
-31.13442339,Mg6MoW
-28.45568861,HfMg6Mo
-18.43695828,BaMg6C
-18.07412853,BaMg6C
-28.95473146,HfMg6Mo
-22.28843889,Mg6GaMo
-24.22173333,Mg6CrB
-27.3268094,Mg6MoC
-23.09599308,Mg6BMo
-26.57680057,Mg6CrC
-22.04606093,Mg6NbGa
-30.67990154,Na3SbS4
-26.53459042,Mg6CrC
-36.20292649,HfZnO3
-27.75376395,MgSnO3
-34.33318537,BaSiO3
-31.63039962,BaGeO3
-39.55861516,HfMgO3
-29.116051,MgIrO3
-29.23695333,MgGeO3
-26.68947031,CdIrO3
-30.96290064,MgRuO3
-36.84623246,MgTiO3
-24.91771145,HgIrO3
-31.26327032,CaRhO3
-34.36362608,CaRuO3
-30.078411,ZnOsO3
-22.9944917,SnHgO3
-28.58780416,HgOsO3
-34.88674423,HfHgO3
-31.57683762,TiHgO3
-32.51672447,MgOsO3
-34.69945056,ZrCdO3
-34.00530817,TiCdO3
-32.71149486,SrIrO3
-28.38254096,CdRuO3
-31.57447136,BaRhO3
-26.52487434,HgRuO3
-33.95973795,BaMnO3
-36.15606949,CaVO3
-28.2059992,MnCdO3
-32.60098084,ZrHgO3
-32.54361193,CaIrO3
-43.07828513,CaHfO3
-27.10886767,SiHgO3
-25.29645134,CdRhO3
-30.03655673,ZnSiO3
-23.30646739,HgRhO3
-29.97052705,CdSiO3
-24.79892501,ZnRhO3
-25.20766326,CdSnO3
-30.14954059,CdOsO3
-33.81902343,ZrZnO3
-32.30259544,CaGeO3
-32.88797621,MgVO3
-35.90867773,CaOsO3
-24.38851317,ZnSnO3
-26.14155705,CdGeO3
-30.211171,VCdO3
-26.4022701,ZnIrO3
-33.3565451,TiZnO3
-33.65533594,MgSiO3
-27.88439059,MgRhO3
-25.71304739,ZnGeO3
-29.71528657,VZnO3
-27.75132865,MnZnO3
-27.8454781,VHgO3
-32.05648735,SrGeO3
-72.13350095,Zr3O
-37.14060207,MgZrO3
-21.29647065,Mg6CdW
-24.71919162,Mg6SbW
-30.54176411,HfMg6W
-23.78946216,Mg6GaW
-25.1573478,Mg6SbW
-24.32406589,Mg6BiW
-13.9584357,Mg6CdGa
-29.9994353,HfMg6W
-23.9851288,Mg6BiW
-14.77951465,Mg6CdB
-25.19291315,Mg6WC
-13.92023604,Mg6CdGa
-25.56480516,Mg6BW
-24.58056398,Mg6BW
-27.4060195,Mg6WC
-23.71546353,Mg6GaW
-13.30088011,RbMg6Bi
-13.37733044,RbMg6Bi
-18.13377335,RbHfMg6
-16.42014353,CsMg6Nb
-9.89362843,RbMg6Cd
-16.33406709,CsMg6Cr
-12.03357566,RbMg6Ga
-16.85478753,Mg6GaBi
-10.37252781,CsSrMg6
-10.10924998,CsSrMg6
-10.78670369,CsBaMg6
-9.91917501,RbMg6Cd
-16.86840329,Mg6GaBi
-17.72109996,CsMg6Mo
-16.27608382,CsMg6Cr
-22.39590711,HfMg6Ga
-17.37860249,CsMg6Nb
-22.42178823,HfMg6Ga
-20.35251916,Mg6SbC
-18.77369083,Mg6SbC
-24.44135204,HfMg6C
-18.307936,Mg6BiC
-17.93269617,Mg6BiSb
-23.74465327,HfMg6Sb
-18.28919909,Mg6BiSb
-23.09008781,HfMg6Bi
-23.04605327,HfMg6Bi
-23.7425345,HfMg6Sb
-17.85214114,RbMg6Mo
-16.97974655,RbMg6C
-27.0468342,HfMg6C
-11.00237567,RbBaMg6
-19.81973229,Mg6BiC
-17.84359028,RbMg6Nb
-10.47782356,RbSrMg6
-14.69086746,Mg6CdBi
-19.55751779,RbMg6W
-16.85981747,RbMg6Cr
-14.76909604,Mg6CdBi
-15.15190007,Mg6CdSb
-18.08853032,RbHfMg6
-10.69792659,RbBaMg6
-19.97608722,HfMg6Cd
-16.88287642,RbMg6Cr
-17.66964606,RbMg6Nb
-2.62518307,Na
-19.95761219,HfMg6Cd
-15.25097205,Mg6CdSb
-19.26968227,RbMg6W
-16.35351022,Mg6CdC
-10.44060107,CsBaMg6
-18.20802654,RbMg6Mo
-17.51955257,Mg6CdC
-22.51351101,Mg6BC
-18.69504322,Mg6BiB
-17.70180823,RbMg6Nb
-18.01534575,Mg6GaB
-14.93196899,NaMg6Bi
-14.91112285,NaMg6Bi
-15.36030709,NaMg6Sb
-23.61232547,HfMg6B
-18.58140215,Mg6GaC
-17.32990997,Mg6GaSb
-18.09754267,Mg6BiB
-18.61780088,Mg6BSb
-17.36626791,Mg6GaSb
-23.32277619,HfMg6B
-19.61469737,Mg6GaC
-11.71484453,NaMg6Cd
-13.79323994,NaMg6Ga
-19.30240056,NaHfMg6
-11.71188401,NaMg6Cd
-10.66485917,RbSrMg6
-3.81199726,Li
-13.79415378,NaMg6Ga
-15.3224336,NaMg6Sb
-18.87466946,NaMg6Cr
-24.47301821,HfMg6Si
-18.85058566,NaMg6Cr
-11.88281033,BaNaMg6
-24.47761851,HfMg6Si
-20.03707841,NaMg6Mo
-18.54745119,Mg6SiBi
-8.86058927,CsRbMg6
-19.21759246,NaMg6Mo
-18.71353637,Mg6SiBi
-21.48145968,NaMg6W
-16.87792595,NaMg6C
-14.29101387,NaMg6B
-9.58310788,CsNaMg6
-11.91687809,BaNaMg6
-10.03301244,RbNaMg6
-19.58367521,NaMg6Nb
-19.20478563,Mg6SiSb
-24.29367141,Mg6SiMo
-19.0327517,Mg6SiSb
-23.44684153,Mg6CrSi
-21.71235965,Mg6SiC
-11.86547801,NaSrMg6
-24.5419782,Mg6SiMo
-11.86879532,NaSrMg6
-17.89572983,Mg6GaSi
-20.65498488,Mg6SiC
-26.05160587,Mg6SiW
-17.90794003,Mg6GaSi
-20.17034122,Mg6SiB
-25.76633846,Mg6SiW
-23.54331791,Mg6CrSi
-15.72433187,Mg6CdSi
-14.70331383,RbMg6B
-10.12509285,RbNaMg6
-19.59733971,NaMg6Nb
-15.70296034,Mg6CdSi
-13.86154339,CsMg6Si
-19.76804514,Mg6SiB
-24.08704117,Mg6NbSi
-35.47977658,SrSiO3
-31.41939752,SrRhO3
-16.62505747,BaMg6Si
-37.04961108,HfCdO3
-23.57673194,HgGeO3
-24.18469934,Mg6NbSi
-24.40766416,CeMg6Nb
-23.43483189,CeMg6Cr
-20.41817089,CeMg6Sb
-23.47572873,LaHfMg6
-16.52067378,SrMg6Si
-16.29273988,BaCeMg6
-20.87175875,LaMg6C
-24.15783555,CeMg6Nb
-19.99512991,LaMg6C
-19.73543742,LaMg6Sb
-23.43023281,LaHfMg6
-35.78307303,BaVO3
-34.13863415,SrMnO3
-34.31024617,CaMnO3
-24.95348132,LaMg6W
-23.54345396,LaMg6Mo
-19.22165942,LaMg6Bi
-15.58691362,LaMg6Cd
-24.93770926,LaMg6W
-15.61907644,LaMg6Cd
-22.74711931,LaMg6Cr
-20.49486537,LiHfMg6
-23.50103236,LaMg6Mo
-23.08925156,LaMg6Nb
-20.42388355,LiHfMg6
-15.74988575,BaLaMg6
-13.77435146,RbLaMg6
-16.21078839,CeMg6Cd
-19.97043729,LaCeMg6
-20.49484736,CeMg6B
-13.44103362,CsLaMg6
-20.94837191,CeMg6Si
-20.33845917,LaMg6Si
-19.84480726,CeMg6Bi
-19.82163577,KCdF3
-34.16419631,SrMnO3
-19.12287188,TmAu
-17.20303308,LuTlTe2
-14.85440978,MgNiH2
-12.79976784,MgTe
-36.3234522,Cr3Fe
-27.26413734,MgSiN2
-30.35842829,Mn2CoAs
-16.71317747,MgSiP2
-14.7382992,IrC
-31.03715674,VCo3
-24.45627103,VH
-32.50446545,VPt
-39.03286619,VN
-34.93216174,YN
-11.78922944,ZnCdSe2
-16.99359112,ZnO
-19.38845192,ZrCd
-37.91727545,ZrIr
-42.22106006,ZrOs3
-27.27444472,ZrPd3
-36.87740398,ZrRu3
-34.84416169,ZrRh
-39.12317624,ZrN
-23.95619886,Ca(BeP)2
-23.07222662,Ca(BH)2
-32.21877928,Be3N2
-27.92659342,Bi2O3
-28.41523026,Bi2O3
-30.38606407,CdCo3N
-26.88991582,CdNi3N
-22.69417263,CsBeF3
-29.81267827,CuNi3N
-30.49081533,Dy3AlN
-30.49649975,Er3AlN
-25.5217435,Eu(ZnAs)2
-28.72968229,GaPt3C
-48.89611064,Eu2O3
-18.32885646,In2Se3
-29.66904424,GePbO3
-49.47952377,Hf2SN2
-30.48593506,Ho3AlN
-42.61821248,HfBRh3
-16.15410994,In2Au3
-8.89563024,KMgH3
-30.63705552,LaPd3C
-33.42240836,LaPt3C
-34.55190979,BaRuO3
-26.33002352,LiCaF3
-30.45515665,Lu3AlN
-22.26806364,Mg(BeP)2
-18.32312541,MgNiH3
-15.30106674,Mg2ZnAs2
-31.25044008,ScBPd3
-29.65300227,Ni3SnN
-11.15564752,LaSb
-10.15729766,LiMgP
-15.13465458,LiMgSbPd
-0.30129789,Hg
-17.74018723,TlN
-41.0211802,TiMo3
-21.71943125,TiAg
-39.89244694,Tc3N
-24.78752916,SrCaO2
-15.76679892,Li2SbPd
-11.7936237,Li2MgSi
-29.92840174,TiFeCoGe
-24.6247211,Ti2InNi
-30.54669899,Ti2MnGe
-26.36431694,Ti2AlNi
-26.53230254,Sc2MnSn
-22.81989993,PdN
-17.58253436,PbS
-16.14159376,NiAgSe2
-31.98530125,NbCo3
-24.60954837,NbInS2
-30.55641733,Mn3Sn
-30.01087821,MnFeCoGe
-26.71618343,LuAgO2
-10.36736606,LiAg
-19.74265253,VN
-14.96565549,TiS
-9.54051664,CuPd
-21.32391503,Sr2SO
-20.05604587,KInO2
-19.90385485,SrCdO2
-22.21071181,AgRhO2
-15.20519116,MgSe
-27.48980201,Ti2MnIn
-14.93579277,UBi
-25.67883174,Ti2InCo
-3.62439496,Rb
-29.38410229,MnGaFe2
-21.10949025,LaSn
-30.17868618,LaNiC2
-31.36187358,LaN
-18.89125171,CrC
-22.60824379,KTiS2
-32.58644301,HoFeC2
-13.50639568,InCu
-32.5141368,HfPt3
-41.30858197,HfIr
-33.54508019,HfNi
-27.70035697,HfBe
-14.9089017,GaSb
-23.54769543,GaCo2Ni
-17.52759945,FeH3
-28.39262259,FeSnRh2
-16.84435393,ErH3
-32.59694696,ErFeC2
-32.58632875,DyFeC2
-29.52844276,CrSnRh2
-34.76740251,CrFe3
-32.98670089,CrFe2Si
-27.06493693,Ti2InFe
-31.10755465,MnFe2Ge
-22.56183536,KTiS2
-17.73568911,HoGa
-23.86946197,GaFeNi2
-22.96581012,FeSe
-15.03401953,Ga2BiAs
-17.70296766,ErGa
-23.84866309,CrGaP2
-26.14949709,CrCo2Bi
-34.83127278,CrFe3
-27.75599977,CrCo2Sb
-17.39508547,CrCdTe2
-19.29058754,CrAgTe2
-26.67764661,CoSnRh2
-24.93275475,CePd
-20.94199917,CeAu
-31.70437838,C
-14.91453092,CaZnSe2
-15.33739833,CaGaSiH
-13.91725969,CaGaSnH
-14.75462974,CaGaGeH
-14.34766686,BaGaSnH
-14.92915373,BaGaGeH
-20.893528,Ba2NF
-23.90703004,BaCaO2
-18.56303772,Ba2BrN
-19.22427116,Ba2NCl
-20.90446695,LiSiNi2
-16.36618583,AlSb
-25.79853795,AlCo3
-21.17736567,ZrPd2
-16.82089605,ZrAu2
-18.36504367,Zr2Cd
-18.8854549,Zr2Zn
-13.99681394,YbBiPt
-17.47652018,ZrTe2
-15.35845496,YSb2
-15.59569019,YAu2
-17.67868344,PbS
-22.57305712,NbInSe2
-29.67527164,CeRh
-15.89826585,TmSbPd
-18.82758663,VCoSn
-13.28556955,TmSb2
-20.14355375,TiPd2
-13.41502621,Tm
-15.71765496,TiAu2
-25.0329428,Ti2Rh
-29.18845859,Ti2Re
-6.88112687,GaBi
-13.50101703,TbSb2
-12.90033807,ScAg2
-26.09626206,Pt2W
-28.7491066,PaC2
-11.2202406,LuAg2
-7.46622144,AlBi
-11.7000831,LiHPd
-5.72162873,Li
-8.92490682,LiCdAs
-18.03304247,LaBiPt
-25.9886635,KEuS2
-13.57445413,VI2
-16.253957,HoNiBi
-7.67228604,MgNi
-19.8365527,BaC2
-19.7303857,NbN
-26.87738675,Sc2MnSn
-17.37867973,LaH3
-12.50494126,MnSn
-40.93296353,GdCoC2
-33.81145863,EuPd
-15.33681433,ScAu2
-15.29655976,ScCu2
-17.67445136,NbTe2
-21.73511112,NbPd2
-13.74681633,LuAu2
-18.1867741,HfAu2
-20.57491057,Hf2Hg
-11.53183239,MnSn
-21.02017447,Hf2Cd
-18.9180504,CrN
-13.46317185,DySb2
-13.39787723,ErSb2
-15.95123697,PmN
-19.63881371,CrNiSb
-18.67078604,CeBiPt
-13.47522938,PtC
-12.33107061,PtC
-25.71453526,AlTc2
-23.84188128,ThAu
-41.91351729,GdFeC2
-28.83600046,EuC2
-5.52963091,Ba2Zn
-11.21936552,AlAu2
-10.23988653,LiZnP
-25.91372167,Ti2InCo
-17.97884466,GaP
-19.79618549,CeGa
-12.78796405,MgSbPd
-29.65205974,CeRh
-13.92733502,MgSbPt
-14.41557395,Mg3ZnC
-26.53341721,PuSi2
-34.37806524,ScBPt3
-34.60028495,ScPt3C
-32.46423908,YPd3C
-21.85829804,Ca(BeAs)2
-25.07553448,Dy(CuS)2
-25.01698424,Ho(CuS)2
-33.24012774,LaBPt3
-24.68517497,Lu(CuS)2
-32.00050808,ScPd3C
-28.17439092,SnPd3C
-25.17123815,Tb(CuS)2
-30.4913353,Tb3AlN
-37.67152995,TiSnO3
-24.78363797,Tm(CuS)2
-30.2772271,Tm3AlN
-26.93651017,Y(CuS)2
-31.78883153,YBPd3
-34.99859687,YBPt3
-35.16283328,YPt3C
-19.70638987,YbH3Pd
-20.28733317,YbNiH3
-35.82937455,AuN2
-51.27384359,BC5
-32.35585845,Ba2ClF3
-20.71519771,Ba2H3I
-14.71549177,KCdSb
-14.48543186,BaMgPb
-15.36126156,BaMgSn
-46.7345575,CN2
-21.38712392,Ca2H3Br
-22.41080108,CaBiAu
-32.2391573,CaCoSi
-49.89772024,CeO2
-40.91332367,CeCoSi
-28.7324063,CePbAu
-36.35118124,CeSbPd
-38.6499973,CeS2
-51.75329355,CeO2
-35.36196369,CeSe2
-50.74799917,CeSi2Mo2C
-32.28175006,CeTeCl
-19.72734068,CeTlCd
-20.48903854,CeTlZn
-23.17372365,CeZnGa
-34.65292959,CoAs2
-38.98971964,CoPPd
-21.9539817,DyAlZn
-35.72825474,DyS2
-30.99798311,CeSbAu
-35.2488363,DyScSb
-31.69721829,CsHSO3
-28.67705979,DyTe2
-18.29227752,DyTlZn
-19.82854141,DyZnIn
-21.19962916,DyZnGa
-32.52948845,DySe2
-24.60157382,Er2Mg3Ru
-28.58802379,ErCuSn
-25.57782914,ErH2
-35.56273623,ErS2
-18.07247818,ErTlZn
-19.63938032,ErZnIn
-21.06819365,ErZnGa
-38.09640878,Eu2H3Br
-28.31450405,ErTe2
-38.759388,Eu2H3Cl
-21.19680421,ErZnGa
-39.18829595,EuBiAu
-32.44755857,EuCdPb
-33.74779046,EuCdSn
-31.32999316,EuHgPb
-35.40779158,EuZnGe
-23.72374465,TeIr
-52.55668036,EuO2
-32.56448118,EuSnHg
-35.1420161,EuZnGe
-34.61132307,EuZnGe
-40.86136595,GdAlZn
-45.90330549,GdCuPb
-54.76095389,GdS2
-51.71898963,GdSe2
-37.3759837,GdTlZn
-38.01167918,Hf2GaSb3
-63.08895144,Hf2TaN3
-38.85360105,GdZnIn
-30.69913946,HfGa4Co
-37.74488592,HfCuSn
-36.46956567,HfGaCu
-53.27686883,Hf5Pb
-57.78886203,HfN2
-38.48637401,HfSb2
-64.43984598,HfTa2N3
-60.43719716,HfTaNO3
-53.30026361,HfVSi
-60.74864968,HfO2
-12.41563086,HgSe
-34.76162321,HoCo3Cu2
-28.67566811,HoCuSn
-40.80098449,HoFeSi
-51.04356619,HfVGe
-35.62262064,HoS2
-32.38371244,HoSe2
-19.72500089,HoZnIn
-18.09143218,In2Cu
-31.37394486,HoSI
-28.48783187,HoTe2
-45.066983,IrN2
-46.07371688,IrN
-41.48319905,BaTi2As2O
-15.91831796,KCdAs
-20.12990484,KMgP
-41.52261163,LaAl2BRu2
-28.31979295,KMnBi
-39.06627781,LaCoSi
-27.95388168,LaCuPb
-40.73918081,LaNi2Rh3
-38.61316311,LaNi3Rh2
-27.68383553,LaPbAu
-35.35283178,LaSbPd
-44.7636025,LaGe2Ir3
-32.06837162,LaSbTe
-37.02092741,LaS2
-31.64498842,LaTeCl
-18.64829169,LaTlCd
-19.31022792,LaTlZn
-21.68406071,LaZnGa
-20.62957726,LaZnIn
-24.67556536,Li3CeSb2
-23.29402861,Li3CeBi2
-23.48150932,Li3DySb2
-23.4151774,Li3HoSb2
-26.11834596,Li3LaAs2
-22.84151733,Li3LaBi2
-23.79834619,Li3NdSb2
-22.44512579,Li3PrBi2
-23.82423637,Li3PrSb2
-22.29766088,Li3SmBi2
-23.71359221,Li3SmSb2
-23.96802599,Li3YBi2
-25.37107571,LiBeB
-31.52893601,LiCe(CuP)2
-29.54459556,LiFeAs
-31.01957809,LiMnSb
-29.17554646,LiO2
-32.20631642,LiY(CuP)2
-35.2251079,LuS2
-31.79701506,LuSe2
-16.34047823,Mg2Ge
-15.05227907,Mg2Sn
-17.20937847,Mg2Si
-18.36324191,MgAgSb
-20.26429422,MgCuGe
-41.95811325,MgSc3Ru2
-42.93026207,Fe3S4
-35.90631954,MnCuAs
-34.2702034,MnGaGe
-41.10193004,MnCoSb
-37.93918501,MnS2
-41.47927672,MoSeS
-39.68835758,MoSe2
-28.40872106,MgCoGe
-43.41448059,MoS2
-15.29894795,Na2Cl
-39.6958243,NbGeSb
-41.41866049,NbGeAs
-40.16935725,NdCoP
-31.11928973,NdSbTe
-34.5387556,NdSbPd
-33.18153552,NdSe2
-30.4443605,NdTeCl
-18.09276455,NdTlCd
-18.8353957,NdTlZn
-20.25648411,NdZnIn
-41.019765,NiPRh
-43.81109581,NpSbTe
-26.93956722,NdPbAu
-30.32190528,NdGeAu
-55.71256756,NpSeO
-42.25232362,NpTe2
-54.76864278,OsN
-55.89022659,OsC2
-50.38508258,OsN2
-48.80525927,OsN2
-38.62934056,PaSb2
-31.7394369,PdO2
-20.4284152,PdCl2
-45.17103632,PaP2
-20.53161921,PdCl2
-38.6349476,PrCoSi
-29.19220788,PrCuSn
-40.67529927,PrFeSi
-27.01523299,PrPbAu
-40.11823283,PrCoP
-34.58639048,PrSbPd
-19.39352943,LiTiTe2
-27.42109154,PrCuPb
-36.60314192,PrSbPt
-31.19316044,PrSbTe
-33.21033059,PrSe2
-30.56146567,PrTeCl
-18.1591568,PrTlCd
-21.37866085,PrZnGa
-39.90464565,PtN2
-66.19849191,Re2N
-27.90868337,RbMnBi
-20.26677667,PrZnIn
-48.15998728,PuSbTe
-50.28123924,PuSe2
-38.57487577,YNi2
-4.39035869,Lu
-56.91062228,ReC2
-62.03720285,ReN
-59.17494246,ReC2
-54.24789239,ReN2
-56.98996786,ReN2
-56.40357899,ReN2
-56.88290305,ReN2
-46.73747401,RuN2
-55.9159743,ReN2
-48.07870191,CN2
-15.32168865,CaSnHg
-18.8375673,KMgAs
-34.24476607,LaSe2
-46.84938402,PaP2
-30.32253224,PrGeAu
-45.18218601,SiC2
-40.16177267,SmCoP
-72.78999936,Lu2MgSe4
-40.79046017,SmFeSi
-30.25205442,SmGeAu
-41.77208806,SmMnSi
-34.36778158,SmSbPd
-15.74026797,CaSnHg
-16.0388805,KMgBi
-41.88730216,PuTe2
-38.73017811,SmCoSi
-41.31999596,SmGeRu
-26.7298452,SmPbAu
-30.89801746,SmSbTe
-13.10527879,LuP
-34.07824852,Pd2N
-41.63929679,PdN2
-32.99582109,SmSe2
-17.89571523,SmTlCd
-18.69790929,SmTlZn
-21.38837128,SmZnGa
-33.52799061,SrF2
-15.32478412,SrSnHg
-56.27526331,Ta2N3O
-29.38781246,SmTe2
-20.15626179,Sr2H3I
-61.86508192,Ta2TiN3
-56.59400554,TaN2
-59.75835881,TaN2
-58.69759586,TaTi2N3
-28.88080025,TbCuSn
-42.56366434,TaSe2
-14.21278504,SrHgPb
-30.07763473,TbGeAu
-17.06866609,SrZnSn
-15.64672914,SrZnPb
-56.14919084,Ta2N3F
-19.90490659,LuPPt
-34.04446124,TbSbPd
-58.73452418,Tc2N
-50.0860187,TcB2
-56.04084892,TcN
-38.97065359,Te2W
-51.02539416,Th2HN3
-28.86582747,TbTe2
-39.70188681,ThAsSe
-41.6877164,ThAsS
-37.61750263,ThSbSe
-41.18340372,ThPSe
-35.59873545,ThSbTe
-34.2940958,ThBiTe
-37.43582754,ThTeAs
-380.98904695,Al(PO3)3
-56.83392096,Al3GaN4
-64.7318724,AlB3N4
-60.23019853,Al3BN4
-889.85333235,Al7Si3BO18
-18.3374839,LuSbPt
-25.23304766,LuS2
-51.7441272,AlGa3N4
-87.08941224,B2S2O9
-717.69344816,AlPO4
-358.14336262,AlPO4
-532.90305952,AlPO4
-269.05640842,AlPO4
-266.51390777,AlPO4
-247.40713852,Ba3Ga3N5
-387.81622235,Ba4GaN3O
-164.14367033,Ba4Mg(SiN3)2
-353.44493741,Ba2CaSi4(BO7)2
-30.49399554,Ba2NaO
-167.25939415,Ba3Ca2(SiN3)2
-201.3307871,Ba3MgGeN4
-459.50537476,Ba2B10O17
-519.05064956,Ba3NaY3(Si3O10)2
-170.99114482,Ba3P6(N4O3)2
-355.73045728,Ba3ZnB5PO14
-209.92567392,Ba3Si2(B3O8)2
-833.12330281,Ba3Y2(B2O5)3
-160.73494446,Ba2Mg(BO2)6
-538.19345198,Ba8Al10B12O41
-319.73055762,Ba2P2O7
-215.97996796,BaAl2Si3(NO)4
-351.29906822,BaAl4O7
-306.2974786,Ba9Y2(SiO4)6
-352.38706527,BaAl4O7
-99.18775429,BaAl2(SiO4)2
-217.9927219,BaAlSi4N5O3
-508.03278713,BaB2S3O13
-49.01013615,BaCa3O4
-539.51925765,BaCaB2O5
-639.52369606,BaCaP2O7
-82.88747245,BaZrO3
-316.40849653,Be(PN2)2
-450.31743004,BaY4Si5O17
-94.47244585,BaLi2Mg(PO4)2
-706.42730031,BaGe(S2O7)3
-341.55199963,BaMg2Si2O7
-110.09302285,BeGeN2
-92.48033124,BaNa2Mg(PO4)2
-487.12303828,Ca16(SiN2)17
-487.87287482,BaNaB5O9
-331.1936464,BaNaLi3(BO2)6
-219.67286373,BaS4O13
-99.14099473,BaSr2Mg(SiO4)2
-271.39162679,Ca2B2O5
-271.39598735,Ca2B2O5
-90.56636144,Ca2GeO4
-99.66692759,Ca2SiO4
-98.37595859,Ca2SiO4
-35.17067662,Ca6Ge2O
-520.69053675,Ca3Ga2(GeO4)3
-147.16712195,Ca3ZnGe5O14
-298.39845493,CaAl2SiO6
-1143.29032407,Ca10Ge16(B2O17)3
-909.29101839,Ca8Si5O18
-298.39005537,CaAl2SiO6
-299.06228892,CaAl2SiO6
-767.09952047,Ca4Al6SO16
-225.43900197,Ca4SiN4
-428.28448836,Ca4P2O9
-171.57072372,Ca5(SiN3)2
-437.00008445,CaMg3SiN4
-290.65525069,CaMg(SiO3)2
-344.78130871,CaS3O10
-297.76667207,CaAl2SiO6
-299.06748416,CaAl2SiO6
-149.53291782,CaAl2SiO6
-148.85027976,CaAl2SiO6
-220.16303199,Ce3Zr5O16
-213.64780945,Ce3ZrO8
-410.87079622,Ce2B8O15
-1021.15723334,Ce(PO3)4
-215.76849326,Ce5Zr3O16
-108.9794907,CeZrO4
-743.42094766,Ce4B14O27
-146.56844814,CeGaO3
-97.25371402,CePO4
-34.46309967,Ta2N
-222.46775502,CeZr3O8
-224.72784239,CeZr7O16
-182.30620089,Cs2Al2B2O7
-316.01070104,Cs2BaP2O7
-509.33442237,Cs2B2S3O13
-635.35991847,Cs2Ba3(P2O7)2
-346.86432486,Cs2Li2B2P4O15
